-10,-10,-10,-1.34244e-011
-10,-10,-8,-2.06116e-008
-10,-10,-6,-3.74861e-006
-10,-10,-4,-0.000111407
-10,-10,-2,-0.000735253
-10,-10,0,-0.0013426
-10,-10,2,-0.000735248
-10,-10,4,-0.000111409
-10,-10,6,-3.74845e-006
-10,-10,8,-2.06146e-008
-10,-8,-10,-2.06417e-008
-10,-8,-8,-1.51092e-005
-10,-8,-6,-0.00134639
-10,-8,-4,-0.0220145
-10,-8,-2,-0.0971981
-10,-8,0,-0.153819
-10,-8,2,-0.097197
-10,-8,4,-0.022015
-10,-8,6,-0.00134636
-10,-8,8,-1.51104e-005
-10,-6,-10,-3.76277e-006
-10,-6,-8,-0.00134404
-10,-6,-6,-0.0601797
-10,-6,-4,-0.543914
-10,-6,-2,-1.59353
-10,-6,0,-2.17838
-10,-6,2,-1.5935
-10,-6,4,-0.543917
-10,-6,6,-0.0601784
-10,-6,8,-0.00134403
-10,-4,-10,-0.000111409
-10,-4,-8,-0.0219564
-10,-4,-6,-0.543712
-10,-4,-4,-2.89834
-10,-4,-2,-5.84289
-10,-4,0,-6.96696
-10,-4,2,-5.84299
-10,-4,4,-2.89835
-10,-4,6,-0.543712
-10,-4,8,-0.0219551
-10,-2,-10,-0.000733447
-10,-2,-8,-0.0970173
-10,-2,-6,-1.59343
-10,-2,-4,-5.84354
-10,-2,-2,-8.99549
-10,-2,0,-9.70996
-10,-2,2,-8.99538
-10,-2,4,-5.8439
-10,-2,6,-1.59318
-10,-2,8,-0.097066
-10,0,-10,-0.00134035
-10,0,-8,-0.15376
-10,0,-6,-2.17608
-10,0,-4,-6.96913
-10,0,-2,-9.70709
-10,0,0,-10.1003
-10,0,2,-9.70721
-10,0,4,-6.96905
-10,0,6,-2.17614
-10,0,8,-0.15373
-10,2,-10,-0.000733452
-10,2,-8,-0.0970266
-10,2,-6,-1.59336
-10,2,-4,-5.84363
-10,2,-2,-8.99542
-10,2,0,-9.70998
-10,2,2,-8.99551
-10,2,4,-5.84346
-10,2,6,-1.59354
-10,2,8,-0.0969958
-10,4,-10,-0.000111399
-10,4,-8,-0.0219585
-10,4,-6,-0.54369
-10,4,-4,-2.8984
-10,4,-2,-5.8429
-10,4,0,-6.96709
-10,4,2,-5.8429
-10,4,4,-2.89843
-10,4,6,-0.543679
-10,4,8,-0.0219595
-10,6,-10,-3.76191e-006
-10,6,-8,-0.001344
-10,6,-6,-0.0601824
-10,6,-4,-0.5439
-10,6,-2,-1.59353
-10,6,0,-2.17838
-10,6,2,-1.59353
-10,6,4,-0.543913
-10,6,6,-0.0601791
-10,6,8,-0.00134404
-10,8,-10,-2.06401e-008
-10,8,-8,-1.51096e-005
-10,8,-6,-0.00134638
-10,8,-4,-0.0220147
-10,8,-2,-0.097197
-10,8,0,-0.153819
-10,8,2,-0.0971977
-10,8,4,-0.0220148
-10,8,6,-0.0013464
-10,8,8,-1.5108e-005
-8,-10,-10,-2.06424e-008
-8,-10,-8,-1.51108e-005
-8,-10,-6,-0.00134559
-8,-10,-4,-0.0220027
-8,-10,-2,-0.0971399
-8,-10,0,-0.153935
-8,-10,2,-0.0971396
-8,-10,4,-0.0220025
-8,-10,6,-0.00134563
-8,-10,8,-1.511e-005
-8,-8,-10,-1.51237e-005
-8,-8,-8,-0.0042972
-8,-8,-6,-0.153593
-8,-8,-4,-1.1381
-8,-8,-2,-2.89936
-8,-8,0,-3.76491
-8,-8,2,-2.89937
-8,-8,4,-1.13809
-8,-8,6,-0.153602
-8,-8,8,-0.0042967
-8,-6,-10,-0.00133899
-8,-6,-8,-0.153677
-8,-6,-6,-2.17675
-8,-6,-4,-6.9696
-8,-6,-2,-9.70942
-8,-6,0,-10.0972
-8,-6,2,-9.70937
-8,-6,4,-6.96957
-8,-6,6,-2.17677
-8,-6,8,-0.153663
-8,-4,-10,-0.0220242
-8,-4,-8,-1.14005
-8,-4,-6,-6.97184
-8,-4,-4,-10.0984
-8,-4,-2,-7.77391
-8,-4,0,-6.46624
-8,-4,2,-7.77392
-8,-4,4,-10.0985
-8,-4,6,-6.97176
-8,-4,8,-1.14009
-8,-2,-10,-0.0971819
-8,-2,-8,-2.89947
-8,-2,-6,-9.71086
-8,-2,-4,-7.77789
-8,-2,-2,-3.77846
-8,-2,0,-2.63033
-8,-2,2,-3.77847
-8,-2,4,-7.77781
-8,-2,6,-9.71208
-8,-2,8,-2.89865
-8,0,-10,-0.153859
-8,0,-8,-3.76518
-8,0,-6,-10.0992
-8,0,-4,-6.46626
-8,0,-2,-2.63065
-8,0,0,-1.70819
-8,0,2,-2.63065
-8,0,4,-6.46634
-8,0,6,-10.0984
-8,0,8,-3.76637
-8,2,-10,-0.0971674
-8,2,-8,-2.89952
-8,2,-6,-9.71096
-8,2,-4,-7.77787
-8,2,-2,-3.77847
-8,2,0,-2.63034
-8,2,2,-3.77851
-8,2,4,-7.77801
-8,2,6,-9.71001
-8,2,8,-2.90041
-8,4,-10,-0.0220233
-8,4,-8,-1.14007
-8,4,-6,-6.97182
-8,4,-4,-10.0986
-8,4,-2,-7.77387
-8,4,0,-6.46633
-8,4,2,-7.77383
-8,4,4,-10.0986
-8,4,6,-6.97198
-8,4,8,-1.14004
-8,6,-10,-0.00133946
-8,6,-8,-0.153652
-8,6,-6,-2.17685
-8,6,-4,-6.96948
-8,6,-2,-9.7094
-8,6,0,-10.0972
-8,6,2,-9.70937
